# Rich per-station tariff/technical research table -- superset of plant_ecr.csv.
# Harvested from FY2022-23 SERC/CERC tariff orders, true-up orders, metered fuel
# bills and SLDC merit-order stacks. Schema + rules: docs/plant_tariff_schema.md.
#
# RULES (non-negotiable): every numeric value REAL and traceable to a published
# document; NEVER fabricate or interpolate -- leave blank if a source omits it.
# ecr_rs_per_kwh / energy-charge vintage MUST be FY2022-23. Other technical fields
# may carry a nearby-vintage norm -- note it in basis/flag. One logical row per
# station x source. Sparse by design (blank = not stated in that source).
# Read with comment='#'; treat blanks as NaN.
match_name,unit_group,genco,state,period,basis,ecr_rs_per_kwh,fixed_charge_rs_per_kwh,capacity_charge_rs_cr,station_heat_rate_kcal_per_kwh,aux_consumption_pct,specific_coal_consumption_kg_per_kwh,secondary_oil_ml_per_kwh,transit_loss_pct,gcv_coal_kcal_per_kg,landed_coal_cost_rs_per_tonne,coal_grade,gcv_oil_kcal_per_litre,landed_oil_cost_rs_per_kl,generation_mu,plf_pct,capacity_mw,source,source_file,flag
K_Gudem New,KTPS-VII (1x800),TSGENCO,Telangana,FY2022-23,approved_order,2.409,1.879,1060.70,2151,5.25,0.50,0.5,0.80,4283.91,4510,,9819,50000,,,800,"TSERC TSGenco MYT Order dated 22.03.2022, ECR = approved Base ECR Table 75 p.136 (KTPS-VII Approved row: AUX 5.25%, GHR 2151, SFC 0.5 ml/kWh, CVSF 9819, LPSF 0.05 Rs/ml, CVPF 4283.91, LPPF 4.51 Rs/kg, coal 0.50 kg/kWh, ECR 2.409 Rs/kWh). Per Sec 6.14.9 Base ECR constant FY2019-20..FY2023-24; Sec 6.16.1 applies FY2022-23 w.e.f. 01.04.2022. Fixed Cost/kWh Table 72 p.134 (FY2022-23=1.879); AFC FY2022-23 Table 71 p.133 (Approved=1060.70 Rs cr); capacity 1x800 MW Table 1 p.4 (KTPS Stage-VII / Kothagudem new).",tsgenco_myt_order_22032022.pdf,LPSF 0.05 Rs/ml -> 50000 Rs/kl; LPPF 4.51 Rs/kg -> 4510 Rs/t; CVSF 9819 kcal/l. ECR within sanity band. PLF/generation_mu not stated per-station (blank).
Kakatiya TPP (Stage-II),KTPP-II (1x600),TSGENCO,Telangana,FY2022-23,approved_order,2.925,1.841,720.11,2400,7.00,0.58,2,0.80,4157.35,4590,,9390,50000,,,600,"TSERC TSGenco MYT Order dated 22.03.2022, ECR = approved Base ECR Table 75 p.136 (KTPP-II Approved row: AUX 7.00%, GHR 2400, SFC 2 ml/kWh, CVSF 9390, LPSF 0.05 Rs/ml, CVPF 4157.35, LPPF 4.59 Rs/kg, coal 0.58 kg/kWh, ECR 2.925 Rs/kWh). Per Sec 6.14.9 constant FY2019-20..FY2023-24; Sec 6.16.1 applies FY2022-23 w.e.f. 01.04.2022. Fixed Cost/kWh Table 72 p.134 (FY2022-23=1.841); AFC FY2022-23 Table 71 p.133 (Approved=720.11 Rs cr); capacity 1x600 MW Table 1 p.4 (Kakatiya TPP Stage-II).",tsgenco_myt_order_22032022.pdf,LPSF 0.05 Rs/ml -> 50000 Rs/kl; LPPF 4.59 Rs/kg -> 4590 Rs/t; CVSF 9390 kcal/l. ECR within sanity band. PLF/generation_mu not stated per-station (blank).
Kakatiya TPP (Stage-I),KTPP-I (1x500),TSGENCO,Telangana,FY2022-23,approved_order,3.035,1.512,490.03,2450,7.50,0.60,2,0.80,4051.97,4530,,9390,40000,,,500,"TSERC TSGenco MYT Order dated 22.03.2022, ECR = approved Base ECR Table 75 p.136 (KTPP-I Approved row: AUX 7.50%, GHR 2450, SFC 2 ml/kWh, CVSF 9390, LPSF 0.04 Rs/ml, CVPF 4051.97, LPPF 4.53 Rs/kg, coal 0.60 kg/kWh, ECR 3.035 Rs/kWh). Per Sec 6.14.9 constant FY2019-20..FY2023-24; Sec 6.16.1 applies FY2022-23 w.e.f. 01.04.2022. Fixed Cost/kWh Table 72 p.134 (FY2022-23=1.512); AFC FY2022-23 Table 71 p.133 (Approved=490.03 Rs cr); capacity 1x500 MW Table 1 p.4 (Kakatiya TPP Stage-I, COD 14.09.2010).",tsgenco_myt_order_22032022.pdf,LPSF 0.04 Rs/ml -> 40000 Rs/kl; LPPF 4.53 Rs/kg -> 4530 Rs/t; CVSF 9390 kcal/l. ECR within sanity band. KTPP-I flagged in order Sec 3.21.5 as high variable cost vs KTPS-V. PLF/generation_mu not stated per-station (blank).
R_Gundem - B,RTS-B (1x62.5),TSGENCO,Telangana,FY2022-23,approved_order,2.988,3.064,113.24,3000,10.00,0.80,2,0.80,3765.94,3230,,9381,60000,,,62.5,"TSERC TSGenco MYT Order dated 22.03.2022, ECR = approved Base ECR Table 75 p.136 (RTS-B Approved row: AUX 10.00%, GHR 3000, SFC 2 ml/kWh, CVSF 9381, LPSF 0.06 Rs/ml, CVPF 3765.94, LPPF 3.23 Rs/kg, coal 0.80 kg/kWh, ECR 2.988 Rs/kWh). Per Sec 6.14.9 constant FY2019-20..FY2023-24; Sec 6.16.1 applies FY2022-23 w.e.f. 01.04.2022. Fixed Cost/kWh Table 72 p.134 (FY2022-23=3.064); AFC FY2022-23 Table 71 p.133 (Approved=113.24 Rs cr); capacity 1x62.5 MW Table 1 p.4 (Ramagundam-B TPS, COD 17.10.1971).",tsgenco_myt_order_22032022.pdf,"LPSF 0.06 Rs/ml -> 60000 Rs/kl; LPPF 3.23 Rs/kg -> 3230 Rs/t; CVSF 9381 kcal/l. ECR within sanity band. RTS-B is an old (1971) small 62.5 MW unit, high GHR 3000. PLF/generation_mu not stated per-station (blank)."
# === CROSS-CHECK ONLY (EXCLUDED from headline) -- Madhya Pradesh MPPGCL, MPERC MYT P-53/2020 dtd 19-05-2021 Table 43. Base/working-capital ECR pegged ~early-2019, held FLAT; both true-ups state 'no truing up of Energy Charges' => NOT FY2022-23 vintage ===
Amar Kantak Ext,ATPS PH-3 (1x210),MPPGCL,Madhya Pradesh,FY2022-23,approved_order,1.413,,164.21,2450,9.00,0.5625,0.50,,4347,2239000,,10000,53571,,,210,"MPERC MYT Order P-53/2020 dtd 19-05-2021, Table 43 'Computation of Energy charges', col ATPS PH-3: Rate of energy ex-bus 1.413 Rs/unit (Total energy charge rate 1.286 + aux gross-up; SHR 2450, GCV coal 4347, wt-avg coal price 2239 Rs/kg = 22,39,000 Rs/t). Capacity charge 164.21 Cr is the FY2022-23 AFC from True-Up Order P-71/2023 Table 3.",mppgcl_myt_p53-2020_19may2021.pdf,"VINTAGE CAVEAT: ECR is the MYT-order base/working-capital rate pegged to preceding-3-months (~early-2019) coal price per Reg 38.2, held FLAT across the whole FY2019-20..FY2023-24 control period (MYT Table 38 shows identical value every year) and billed with month-to-month fuel adjustment NOT tabulated in any order. So this is the FY2022-23 normative-base ECR, NOT the FY2022-23 actual realized energy charge -- analogous to the CERC-2018-basis cross-check, understates actual FY22-23 (coal rose 2019->2022-23). ex-bus basis (= Energy charges/Net generation). MPERC True-Up Orders P-71/2023 (FY22-23) & P-76/2024 (FY23-24) BOTH state 'no truing up of Energy Charges' so no actual FY22-23 ECR is published anywhere. Actual FY22-23 PAF 78.40% (P-71 Table 98). landed_coal_cost in Rs/tonne (2239 Rs/kg x1000)."
Satpura,STPS PH-4 Sarni (2x250),MPPGCL,Madhya Pradesh,FY2022-23,approved_order,2.330,,615.41,2400,8.50,0.6409,0.50,,3737,3291000,,10000,45221,,,500,"MPERC MYT Order P-53/2020 dtd 19-05-2021, Table 43 'Computation of Energy charges', col STPS PH-4: Rate of energy ex-bus 2.330 Rs/unit (Total energy charge rate 2.132 + aux gross-up; SHR 2400, GCV coal 3737, wt-avg coal price 3291 Rs/kg = 32,91,000 Rs/t). Dataset 'Satpura' = STPS Sarni PH-4 only (2x250 MW, units 10&11); the older STPS PH-2&3 ran at 0.00% PAF in FY2022-23 (P-71 Table 98) and are not in the subcritical dataset. Capacity charge 615.41 Cr is the FY2022-23 AFC for STPS Sarni PH-4 from True-Up Order P-71/2023 Table 3.",mppgcl_myt_p53-2020_19may2021.pdf,"VINTAGE CAVEAT: ECR is the MYT-order base/working-capital rate pegged to ~early-2019 coal price per Reg 38.2, held FLAT across FY2019-20..FY2023-24 (MYT Table 38 identical every year), billed with month-to-month fuel adjustment not tabulated. FY2022-23 normative-base ECR, NOT FY22-23 actual realized (understates; coal rose). ex-bus basis. Both MPERC true-up orders state 'no truing up of Energy Charges'. Actual FY22-23 PAF 85.00% (P-71 Table 98). landed_coal_cost Rs/tonne (3291 x1000)."
Sanjay Gandhi,SGTPS Birsinghpur PH-1&2 (4x210) + PH-3 (1x500),MPPGCL,Madhya Pradesh,FY2022-23,approved_order,2.051,,774.99,,,,,,,,,10000,48345,,,1340,"MPERC MYT Order P-53/2020 dtd 19-05-2021, Table 43 'Computation of Energy charges'. SGTPS spans two stages: PH-1&2 (840 MW, ex-bus 2.167 Rs/unit; SHR 2700, GCV coal 3729, coal price 2628 Rs/kg) and PH-3 (500 MW, ex-bus 1.854 Rs/unit; SHR 2390, GCV coal 3776, coal price 2729 Rs/kg). Station ECR = capacity-weighted ex-bus = (2.167*840 + 1.854*500)/1340 = 2747.28/1340 = 2.051 Rs/unit (no per-stage generation MU in order, so MW-weighted). Capacity charge 774.99 Cr = PH-1&2 463.81 + PH-3 311.19 Cr FY2022-23 AFC from True-Up Order P-71/2023 Table 3. Dataset 'Sanjay Gandhi' units 1-4 @210 MW = PH-1&2, unit 5 @500 MW = PH-3.",mppgcl_myt_p53-2020_19may2021.pdf,"VINTAGE CAVEAT: ECR is MYT-order base/working-capital rate pegged to ~early-2019 coal price per Reg 38.2, flat across FY2019-20..FY2023-24 (MYT Table 38 identical every year), billed with month-to-month fuel adjustment not tabulated. FY2022-23 normative-base ECR, NOT FY22-23 actual realized (understates). ex-bus basis. Per-stage SHR/GCV/coal-cost differ so station-level SHR/coal fields left blank (PH-1&2: SHR 2700/GCV 3729/coal 2628 Rs/kg; PH-3: SHR 2390/GCV 3776/coal 2729 Rs/kg). Both true-up orders state 'no truing up of Energy Charges'. Actual FY22-23 PAF: PH-1&2 68.20%, PH-3 85.00% (P-71 Table 98). Station ECR is MW-capacity-weighted (no per-stage MU published)."
# === Fourth wave (WB CESC / Odisha / GJ-lignite) added to rich table 2026-06-02; superset of the 9 plant_ecr.csv rows ===
Budge Budge,Budge Budge GS (3x250),CESC,West Bengal,FY2022-23,approved_order,1.96,,,,,,,,,,,,,4932.43,,750,"WBERC Order Case TP-96/20-21 (CESC generation tariff, 7th CP), Annexure-4D Fuel Cost of Budge Budge GS: admitted FY22-23 fuel cost 96753.91 Lakh / ex-bus gen 4932.43 MU = 1.9616 Rs/kWh (admitted, not proposed col)",wberc_tp96_22-23.pdf,energy-only; Commission-admitted (not the proposed 122167-125421 Lakh); fresh-OCR cross-checked p.~2229/2271
Haldia,Haldia Energy (2x300),Haldia Energy Ltd,West Bengal,FY2022-23,approved_order,2.55,,,,,,,,,,,,,3863,,600,"WBERC Order Case TP-96/20-21 (CESC), admitted power-purchase from HEL: FY22-23 energy charge admitted @ 255.0 p/kWh; admitted availability 3863 MU (cost 98507 Lakh / 3863 = 2.55)",wberc_tp96_22-23.pdf,admitted value (CESC projection col 2.80 not used); energy-only
D.P.L.,DPL Unit-7 & Unit-8,Durgapur Projects Ltd,West Bengal,FY2022-23,metered_mfca_h1,2.251,,,,,,,,,,,,,797.02,,,"WBSEDCL FY2023-26 Petition Appendix A1 (WBPDCL MFCA notes): DPL U7 216.79 + U8 228.06 p/kWh 'Energy Charge with MFCA', gen-wtd (283.143/797.019 MU) = 2.251 Rs/kWh",wbpdcl_wbsedcl_appendixA1.pdf,PARTIAL-YEAR H1 (Apr-Sep) ONLY; FY22-23 DPL order not yet issued -> 2021-22 base + realized MFCA. gen-MU is H1.
Maithon Rb TPP,MPL (2x525),Maithon Power Ltd (DVC-Tata JV),Jharkhand,FY2022-23,secondary_annual_report,2.74,,,,,,,,,,,,,,82.14,1050,"Maithon Power Ltd 23rd Annual Report 2022-23, Directors' Report: 'achieved the ever-highest PLF at 82.14% at an average energy charge rate (ECR) of 2.74 Rs/Kwh'; sanity Cost of Fuel Consumed 1943.68 Cr",mpl_annual_report_fy2022-23.pdf,"SECONDARY (company AR, not a regulatory order); ~5% above its own fuel-cost/gen sanity 2.57-2.61; CERC cost-plus normative ECR"
Bhavnagar TPP,BLTPS (2x250 CFBC),GSECL,Gujarat,FY2022-23,approved_order,2.976,,168.60,2623,11.00,,1.00,0.80,,,lignite,,,1201.03,27.42,500,"GERC Order 30.03.2022 (Case 2025/2021) Table 6.1 'Energy Charges Approved FY2022-23' Sr.9 BLTPS = 2.976 Rs/kWh (p.141); approved norms SHR 2623/aux 11%/oil 1.00/transit 0.80% (Tbl 5.14); gross gen 1201.03 MU, PLF 27.42% (Tbl 5.15); fixed 168.60 Cr (Tbl 6.2)",gsecl_gerc_tariff_order_fy2022-23.pdf,LIGNITE; same order/table/basis as the 6 existing GSECL coal rows; gen-MU is approved-projection (Tbl 5.15 net fuel/unit 2.81 vs Tbl 6.1 headline 2.976)
I.B.Valley,OPGC Stn-I (2x210),OPGC,Odisha,FY2022-23,approved_order,1.611,,,,,,,,3101,1614.52,G14,,,,,420,"OERC Order Case 104/2021 dtd 24.03.2022 (OPGC Unit I&II gen tariff FY22-23), Table-10/Table-12: OERC-approved energy charge 161.09 paise/kWh = 1.611 (vs OPGC-proposed 177.89); coal MCL G-14 Lakhanpur 1614.52 Rs/MT, GCV 3101",oerc_opgc_tariff_FY2022-23.pdf,"pithead MCL; Commission-approved (not proposal); C-96/2021 Units 3&4 (2x660 supercritical, ECR 126.15) is a DIFFERENT plant, excluded"
Vizag TPP,HNPCL (2x520),Hinduja National Power Corp,Andhra Pradesh,FY2022-23,trueup_fppca_actual,3.02,,1234.67,,,,,,,,,,,4532,,1040,"APERC FPPCA Common Order O.P.57-68/2024 (true-up), Variable Costs FY22-23 (f) Private IPPs, table line 2316: HNPCL approved VC 2.76 vs ACTUAL 3.02 Rs/kWh (claim 1368.56 Cr admitted as filed); arith 1368.56*10/3.02=4532 MU = HNPCL FY22-23 gen",apgenco_aperc_FPPCA_FY2022-23.pdf,ACTUAL VC admitted-as-filed; energy-only (fixed 1234.67 Cr is a SEPARATE arrears line); same source/method as APGENCO & NTPC-SR rows
Kamalanga,GMR Kamalanga (3x350),GMR Kamalanga Energy,Odisha,FY2022-23,trueup_commission_computed,1.20,1.34,,,,,,,,,,,,,,1050,"BERC NBPDCL & SBPDCL Tariff Order FY2023-24 (Case 16/17 of 2022, 23-03-2023) Table 5.17/5.18 'Power Purchase Cost FY22-23 as computed by Commission', line 5017: GMR Energy Cost 1.20, Fixed 1.34, Total 3.39 Rs/kWh (cost split 160.01+104.87+31.06=295.94 Cr reconciles)",berc_discoms_fy2023-24.pdf,deep-pithead Angul MCL coal; ENERGY col only (total 3.39); LOW BUT REAL; phys-check heat-rate(2493)xMCL-G14(~1.61/kg)=~1.24; fresh-OCR cross-checked
Derang,JITPL Derang (2x600),Jindal India Thermal (JITPL),Odisha,FY2022-23,trueup_commission_computed,1.12,2.03,,,,,,,,,,,,,,1200,"BERC NBPDCL & SBPDCL Tariff Order FY2023-24 Table 5.17/5.18 'as computed by Commission', line 5018: JITPL Energy Cost 1.12, Fixed 2.03, Total 3.34 Rs/kWh",berc_discoms_fy2023-24.pdf,deep-pithead Angul MCL coal; ENERGY col only (total 3.34); LOW BUT REAL; phys-check heat-rate(2523)x~1.5/kg=~1.12
